25.607	-10.607
25.98	-9.704
26.554	-8.3177
27.128	-6.9314
27.703	-5.5451
28.277	-4.1589
28.852	-2.7726
29.489	-1.1991
30.166	0.47359
30.419	1.6021
30.767	3.3969
29.652	5.2961
29.267	5.8674
27.82	6.6514
26.626	7.2858
25.646	7.9043
24.133	8.9249
23.572	11.055
23.439	11.729
23.907	13.308
24.302	14.599
24.559	15.731
24.91	17.52
23.804	19.427
23.424	19.999
22.625	20.438
20.737	21.203
19.092	20.977
17.767	20.791
16.261	20.377
14.875	19.994
13.498	19.612
11.983	19.195
10.822	19.117
9.0032	19.023
7.2288	19.953
6.3936	20.404
5.3695	21.794
4.6282	22.819
3.8969	24.158
3.1895	25.454
2.464	26.657
1.6382	28.021
1.1408	28.699
-0.42071	30.086
-1.9722	30.547
-3.2958	30.943
-4.7247	31.513
-6.0823	32.054
-7.4276	32.581
-8.8764	33.148
-10.1	33.427
-11.798	33.799
-12.678	33.58
-14.646	33.054
-15.874	31.648
-16.587	30.797
-17.29	29.347
-17.894	28.096
-18.471	26.716
-19.05	25.328
-19.663	24.053
-20.351	22.623
-21.756	21.272
-22.431	20.631
-23.173	20.059
-24.678	18.716
-24.751	16.618
-24.705	15.788
-24.203	14.34
-23.72	12.954
-23.584	12.002
-23.431	10.011
-24.84	8.4308
-25.431	7.88
-26.82	7.2039
-28.13	6.5694
-28.928	5.9888
-30.45	4.732
-30.623	2.605
-30.611	1.8188
-30.062	0.30105
-29.586	-0.99913
-29.011	-2.3854
-28.438	-3.7717
-27.864	-5.158
-27.289	-6.5443
-26.715	-7.9306
-26.141	-9.3168
-25.567	-10.703
-24.992	-12.09
-24.418	-13.476
-23.844	-14.862
-23.27	-16.248
-22.696	-17.634
-22.121	-19.02
-21.547	-20.407
-20.723	-21.81
-20.02	-22.975
-19.268	-24.348
-18.58	-25.607
-17.902	-26.914
-17.198	-28.273
-16.471	-29.367
-15.531	-30.764
-14.698	-31.366
-13.108	-32.474
-11.224	-32.611
-10.14	-32.67
-8.5434	-32.291
-7.224	-31.973
-5.789	-31.51
-4.3674	-31.051
-3	-30.676
-1.4745	-30.259
0.1549	-30.093
1.5027	-29.962
3.0825	-29.804
4.4881	-29.663
6.0442	-29.346
7.4287	-29.066
8.7783	-28.648
10.295	-28.178
11.757	-27.559
13.059	-27.008
14.298	-26.331
15.691	-25.569
17.001	-24.672
18.166	-23.874
19.38	-22.851
20.46	-21.94
21.422	-20.369
21.961	-19.408
22.535	-18.021
23.109	-16.636
23.684	-15.249
24.258	-13.863
24.832	-12.476
25.406	-11.09
25.607	-10.607
