45.225	-14.695
45.672	-13.319
46.213	-11.654
46.754	-9.9892
47.295	-8.3243
47.836	-6.6597
48.377	-4.9947
48.918	-3.3298
49.603	-1.5334
50.606	0.94101
51.233	2.1321
52.193	4.0527
52.221	4.2025
51.544	7.3055
49.558	8.5469
48.566	9.103
46.924	9.7515
45.307	10.39
44.235	10.965
42.273	12.108
41.386	15.172
41.371	15.291
42.312	17.287
42.89	18.432
43.807	19.879
44.766	21.392
45.189	22.356
46.02	24.632
44.573	27.425
44.409	27.543
42.53	28.473
41.269	29.074
39.76	29.731
38.056	30.457
35.782	30.723
34.6	30.857
32.569	30.48
31.163	30.212
29.412	29.639
27.834	29.12
26.288	28.622
24.501	28.05
23.683	27.931
21.052	27.913
19.2	30.467
19.242	30.712
19.136	32.727
19.069	34.207
19.098	35.935
19.127	37.708
19.034	39.229
18.905	41.199
18.54	42.395
17.87	44.526
16.514	46.291
15.736	47.284
14.198	48.323
12.831	49.209
11.406	50.665
10.389	51.71
9.27	53.227
8.3125	54.528
7.3347	56.008
6.3843	57.448
5.4464	58.803
4.388	60.329
3.515	61.255
1.9592	62.835
1.8136	62.901
-1.3411	63.199
-3.1529	61.643
-3.943	60.895
-5.0505	59.356
-5.9857	58.052
-6.9466	56.59
-7.9107	55.124
-8.8617	53.787
-9.9411	52.272
-10.944	51.161
-12.29	49.68
-13.372	48.925
-15.157	47.692
-17.082	47.105
-18.512	46.709
-20.108	46.212
-21.854	45.667
-23.36	45.078
-25.114	44.392
-26.509	43.67
-28.223	42.782
-29.495	41.9
-31.098	40.788
-32.531	39.483
-33.683	38.433
-34.933	37.002
-35.984	35.796
-37.08	34.309
-38.061	32.977
-39.057	31.489
-40.008	30.068
-40.817	28.091
-41.282	26.83
-41.824	25.165
-42.365	23.5
-42.906	21.835
-43.447	20.17
-43.987	18.505
-44.528	16.84
-45.069	15.175
-45.61	13.51
-46.151	11.845
-46.692	10.18
-47.233	8.5153
-47.774	6.8506
-48.315	5.1858
-48.856	3.5208
-49.397	1.8559
-49.938	0.19104
-50.395	-1.3542
-50.947	-3.1538
-51.879	-4.9026
-52.596	-6.2404
-53.639	-7.7699
-54.572	-9.1342
-55.596	-10.542
-56.633	-11.968
-57.487	-13.287
-58.529	-14.907
-58.881	-15.859
-59.599	-18.209
-58.25	-20.895
-58.034	-21.193
-56.121	-22.236
-54.96	-22.842
-53.213	-23.455
-51.657	-23.998
-50.02	-24.533
-48.327	-25.087
-46.829	-25.67
-45.066	-26.359
-43.793	-27.074
-42.022	-28.077
-40.484	-29.619
-39.581	-30.551
-38.396	-31.98
-37.345	-33.246
-36.209	-34.437
-34.927	-35.779
-33.553	-37.029
-32.336	-38.136
-31.044	-39.156
-29.587	-40.306
-28.227	-41.233
-26.694	-42.278
-25.09	-43.214
-23.668	-44.044
-22.192	-44.772
-20.527	-45.593
-18.809	-46.294
-17.285	-46.917
-16.487	-47.038
-13.921	-47.254
-12.711	-46.757
-10.695	-45.927
-9.0599	-44.68
-7.9201	-43.801
-6.625	-42.519
-5.4325	-41.335
-4.3266	-40.33
-2.8337	-38.995
-2.2571	-38.74
0.42026	-37.945
2.7423	-39.065
3.4981	-39.511
4.8711	-40.825
6.0228	-41.936
7.1907	-43.059
8.5473	-44.359
9.6894	-45.145
11.431	-46.332
13.483	-47.017
14.744	-47.434
17.23	-46.952
18.072	-46.62
19.585	-45.972
21.291	-45.24
22.755	-44.487
24.407	-43.639
25.994	-42.676
27.401	-41.823
28.745	-40.873
30.261	-39.803
31.699	-38.628
32.974	-37.587
34.325	-36.314
35.523	-35.186
36.641	-33.977
37.9	-32.613
39.06	-31.164
40.09	-29.88
40.941	-27.826
41.344	-26.638
41.886	-24.974
42.427	-23.309
42.968	-21.644
43.508	-19.979
44.05	-18.314
44.591	-16.649
45.131	-14.984
45.225	-14.695
