51.771	-4.2569
50.689	-7.5867
49.607	-10.916
48.525	-14.246
47.444	-17.576
46.362	-20.906
45.28	-24.236
44.198	-27.565
42.495	-31.673
40.174	-34.57
37.655	-37.297
34.952	-39.842
32.077	-42.191
29.045	-44.332
25.871	-46.257
22.569	-47.954
19.157	-49.417
14.183	-50.381
10.077	-49.009
6.5947	-46.636
3.8815	-44.037
1.5781	-41.816
0.066409	-40.924
-1.0867	-41.434
-3.2987	-43.444
-5.8888	-46.009
-9.1587	-48.503
-13.191	-50.163
-18.322	-49.732
-21.759	-48.328
-25.088	-46.686
-28.295	-44.815
-31.362	-42.725
-34.276	-40.425
-37.022	-37.926
-39.586	-35.241
-41.956	-32.384
-43.763	-30.52
-46.307	-29.09
-49.304	-27.923
-52.578	-26.853
-56.073	-25.628
-59.9	-23.542
-62.599	-18.168
-61.162	-13.469
-59.077	-10.228
-57.003	-7.3764
-55.138	-4.6479
-53.704	-1.9723
-52.791	1.1181
-51.709	4.4479
-50.627	7.7777
-49.545	11.107
-48.463	14.437
-47.382	17.767
-46.3	21.097
-45.218	24.427
-44.136	27.757
-42.519	31.71
-40.527	34.686
-38.335	37.66
-35.836	40.521
-32.97	43.132
-29.764	45.356
-26.337	47.131
-22.83	48.504
-19.339	49.593
-16.479	50.385
-14.314	51.894
-12.308	54.115
-10.406	56.789
-8.4841	59.713
-6.2692	62.789
-2.6457	65.9
3.6637	65.304
6.7753	62.145
8.8921	59.095
10.793	56.215
12.708	53.613
14.742	51.521
17.818	49.444
20.53	45.912
21.871	41.651
22.127	37.712
22.069	34.167
22.201	31.208
22.116	30.718
23.752	30.955
26.843	31.952
30.345	33.098
34.408	33.851
38.956	33.319
42.363	31.867
46.12	30.007
49.012	24.421
47.351	19.869
45.434	16.843
44.279	14.552
44.307	14.313
46.451	13.163
49.735	11.866
53.708	9.3831
55.062	3.1772
53.141	-0.66408
