26.642	-1.8163
25.016	-4.6326
23.39	-7.4489
21.764	-10.265
20.138	-13.082
18.512	-15.898
16.886	-18.714
15.26	-21.531
13.634	-24.347
11.76	-25.146
8.7207	-27.081
6.1068	-29.269
3.7219	-31.356
1.4501	-32.877
-0.5147	-33.186
-2.6671	-32.161
-5.0022	-30.255
-7.4861	-28.07
-10.311	-25.973
-13.599	-24.343
-16.414	-23.231
-18.019	-21.951
-18.326	-19.924
-17.905	-16.886
-17.729	-13.087
-19.93	-9.0244
-23.332	-7.159
-26.23	-6.0002
-27.956	-4.7326
-28.336	-2.8034
-27.996	0.46912
-27.781	3.4948
-27.24	6.4794
-26.379	9.388
-25.209	12.186
-23.743	14.842
-21.998	17.323
-19.995	19.601
-17.757	21.649
-15.311	23.443
-13.683	23.838
-11.004	23.158
-8.5746	21.807
-6.113	19.889
-3.0925	17.815
1.4177	17.19
5.0068	19.028
7.5963	21.078
10.004	22.694
12.549	23.634
14.531	24.009
17.021	22.747
18.108	21.268
18.158	18.754
17.79	15.439
18.404	11.29
21.461	8.1187
24.64	6.6422
27.09	5.3759
28.126	3.8755
28.146	1.3227
