30.106	-3.8163
28.48	-6.6326
26.854	-9.4489
25.228	-12.265
23.602	-15.082
21.976	-17.898
20.35	-20.714
18.724	-23.531
17.098	-26.347
13.578	-28.709
11.139	-30.267
8.7672	-32.256
6.2561	-34.451
3.1219	-36.511
-1.2433	-37.119
-4.9529	-35.444
-7.6578	-33.247
-10.058	-31.134
-12.447	-29.355
-14.973	-28.1
-18.196	-26.813
-21.482	-23.953
-22.319	-19.678
-21.858	-16.276
-21.695	-13.603
-22.504	-12.087
-24.805	-10.878
-27.939	-9.6164
-31.287	-6.9474
-32.333	-2.6478
-31.996	0.53614
-31.75	3.994
-31.131	7.4051
-30.148	10.729
-28.81	13.927
-27.135	16.962
-25.141	19.798
-22.851	22.401
-20.294	24.742
-17.499	26.792
-13.131	27.8
-9.5222	26.874
-6.2754	25.08
-3.607	23.006
-1.2875	21.384
0.49633	21.082
2.6252	22.242
5.1357	24.232
8.1282	26.227
11.667	27.536
16.081	27.696
19.361	25.991
21.975	22.291
22.137	18.339
21.782	15.189
22.038	12.96
23.474	11.575
26.196	10.327
29.489	8.5766
32.017	4.8049
32.123	0.89037
