26.271	-1.1621
25.315	-3.4722
24.358	-5.7823
23.401	-8.0924
22.444	-10.403
21.487	-12.713
20.53	-15.023
19.573	-17.333
18.616	-19.643
17.747	-20.348
15.99	-21.756
14.122	-23.012
12.156	-24.109
10.105	-25.038
7.9837	-25.793
5.8071	-26.368
3.5901	-26.76
1.3481	-26.966
-1.5505	-27.214
-4.2622	-27.883
-6.7363	-28.666
-8.9831	-29.361
-10.896	-29.737
-12.147	-29.632
-13.066	-29.013
-14.141	-27.567
-15.232	-25.573
-16.39	-23.311
-17.757	-20.931
-18.778	-19.253
-19.735	-16.943
-20.692	-14.632
-21.649	-12.322
-22.606	-10.012
-23.563	-7.7021
-24.519	-5.392
-25.476	-3.0819
-26.433	-0.77174
-27.328	1.4261
-27.821	3.129
-27.869	3.2019
-26.781	3.8901
-24.492	4.9796
-21.486	7.3231
-20.39	11.936
-21.24	14.943
-21.906	16.942
-21.999	17.367
-21.381	17.79
-18.306	20.181
-16.954	22.68
-15.888	25.106
-14.943	27.363
-13.994	29.287
-13.082	30.476
-12.397	30.79
-11.001	30.651
-9.004	30.001
-6.7594	29.087
-4.3114	28.12
-1.6168	27.284
-1.3034	26.954
-0.1206	25.211
1.0246	23.147
2.334	20.811
4.2987	18.256
7.7316	16.236
11.404	16.05
14.268	16.684
16.685	17.404
18.858	17.957
20.859	18.206
21.435	17.721
21.922	17.368
21.82	16.73
21.131	14.62
20.386	11.416
21.921	6.8975
24.832	4.8269
26.981	3.7606
27.798	3.1887
27.74	2.8845
